num;G_State;G_City;G_Study;A1_Gender;A10_LevInc;EduF;EduM;Rank;PaysVis;Nblang;VecuEtranger;D2_tot
4049;PRT;CBP;ENG;M;Inc2;2;2;Glo;Vis_1a4;4+lang;etra_N;attempt of development culture exclusion  
4050;PRT;CBP;ENG;M;Inc3;4;2;Loc;Vis_1a4;2lang;etra_N;not egocentric    
4051;PRT;CBP;ENG;F;Inc3;3;3;Glo;Vis5;2lang;etra_O;culture history euro civilization european union
4052;PRT;CBP;ENG;F;Inc2;2;2;Glo;Vis_1a4;4+lang;etra_N;civilization knowledge union peace 
4053;PRT;CBP;ENG;M;Inc3;4;1;Nat;Vis_1a4;4+lang;etra_N;multiculturality    
4054;PRT;CBP;ENG;F;Inc3;3;2;Loc;Vis_1a4;2lang;etra_N;union community organization  
4055;PRT;CBP;ENG;M;Inc2;2;2;Nat;Vis_1a4;4+lang;etra_N;union strong   
4056;PRT;CBP;ENG;F;Inc2;3;2;Loc;Vis_1a4;3lang;etra_N;union single coin great power euro zone monetary support
4057;PRT;EVR;ENG;F;Inc2;1;;Glo;Vis_1a4;3lang;etra_N;union politics bad organization multicultural 
4058;PRT;EVR;ENG;M;Inc1;2;2;Loc;Vis_1a4;0-1lang;etra_N;development money cultures knowledge 
4059;PRT;EVR;ENG;F;Inc2;1;2;Nat;Vis_1a4;3lang;etra_O;developed countrie polite western culture euro equality between man and woman
4060;PRT;EVR;ENG;F;Inc2;2;3;Sup;Vis_1a4;3lang;etra_O;world of facilities    
4061;PRT;EVR;ENG;F;Inc3;3;3;Loc;Vis_1a4;2lang;etra_N;euro unfavourable territory european union 
4062;PRT;EVR;ENG;F;Inc2;2;1;Glo;Vis_1a4;4+lang;etra_N;euro union   
4063;PRT;EVR;ENG;F;Inc3;4;2;Glo;Vis_1a4;2lang;etra_N;politics human association management  
4064;PRT;EVR;ENG;F;Inc2;1;2;Sup;Vis_1a4;2lang;etra_N;culture opportunities mixture  
4065;PRT;EVR;ENG;F;Inc3;2;2;Glo;Vis_1a4;2lang;etra_N;development    
4066;PRT;EVR;ENG;M;Inc2;2;2;Loc;Vis_1a4;0-1lang;etra_N;eastern western central euro 
4067;PRT;EVR;ENG;F;Inc2;3;4;Nat;Vis_1a4;0-1lang;etra_N;development euro union  
4068;PRT;EVR;ENG;F;Inc3;4;4;Loc;Vis_1a4;2lang;etra_N;pleasant rich food sport 
4069;PRT;EVR;ENG;F;Inc3;3;3;Glo;Vis5;3lang;etra_N;illusion    
4070;PRT;EVR;ENG;F;Inc3;4;4;Glo;Vis_1a4;2lang;etra_N;euro reduced cultural diversity   
4071;PRT;EVR;ENG;M;Inc3;1;1;Glo;Vis_O;4+lang;etra_N;heterogeneity politics cold  
4072;PRT;EVR;ENG;M;Inc2;3;2;Loc;Vis_1a4;3lang;etra_N;economy politics independence development 
4073;PRT;EVR;ENG;F;Inc3;3;2;Glo;Vis_1a4;0-1lang;etra_N;instability development   
4074;PRT;EVR;ENG;M;Inc2;4;2;Inf;Vis_O;3lang;etra_N;well-being harmony   
4075;PRT;EVR;ENG;M;Inc2;3;4;Sup;Vis5;3lang;etra_O;union development democracy euro tolerance
4076;PRT;EVR;ENG;F;Inc2;4;3;Loc;Vis_1a4;2lang;etra_N;countries on west of russia    
4077;PRT;LIS;ENG;F;Inc3;4;3;Loc;Vis5;2lang;etra_N;union respect preoccupation  
4078;PRT;LIS;ENG;F;Inc3;2;3;Loc;Vis_1a4;3lang;etra_N;euro brussels atlantic ocean mediterranean sea 
4079;PRT;LIS;ENG;M;Inc2;2;3;Glo;Vis_1a4;3lang;etra_N;old world caucasian euro mediterranean brussels
4080;PRT;LIS;ENG;M;Inc2;2;3;Loc;Vis_1a4;3lang;etra_N;european european union   
4081;PRT;LIS;ENG;F;Inc3;4;3;Loc;Vis_1a4;3lang;etra_N;civilization customs culture cradle history
4082;PRT;LIS;ENG;M;Inc2;2;2;Nat;Vis_1a4;2lang;etra_N;modernity stability rights  
4083;PRT;LIS;ENG;M;Inc2;1;2;Nat;Vis_1a4;2lang;etra_N;one world of the world    
4084;PRT;LIS;ENG;M;Inc3;2;2;Loc;Vis_1a4;2lang;etra_N;richness justice equality  
4085;PRT;LIS;ENG;M;Inc2;2;2;Nat;Vis_1a4;2lang;etra_N;economic union    
4086;PRT;LIS;ENG;M;Inc3;4;4;Nat;Vis5;4+lang;etra_O;union    
4087;PRT;LIS;ENG;M;Inc3;4;4;Mul;Vis5;2lang;etra_N;liberal industrial revolution old continent  
4088;PRT;LIS;ENG;M;Inc3;3;2;Nat;Vis5;3lang;etra_N;union    
4089;PRT;LIS;ENG;M;Inc2;2;2;Nat;Vis_1a4;0-1lang;etra_N;union solidarity sustainable economy  
4090;PRT;LIS;ENG;M;Inc3;3;1;Nat;Vis_1a4;2lang;etra_N;progress modernity civilization technology quality
4091;PRT;LIS;ENG;M;Inc2;2;2;Nat;Vis_1a4;3lang;etra_N;union community euro  
4092;PRT;LIS;ENG;M;Inc3;3;3;Glo;Vis_1a4;3lang;etra_N;progress innovation   
4093;PRT;LIS;ENG;M;Inc2;2;2;Inf;Vis_1a4;4+lang;etra_N;employment    
4094;PRT;LIS;ENG;F;Inc3;2;2;Inf;Vis5;3lang;etra_N;developed conflict of interests hypocrisy  
4095;PRT;LIS;ENG;F;;2;2;Sup;Vis_1a4;3lang;etra_N;union    
4096;PRT;LIS;ENG;M;Inc3;4;4;Nat;Vis5;4+lang;etra_O;power    
4097;PRT;LIS;ENG;M;Inc3;3;3;Sup;Vis_1a4;2lang;etra_N;revolution evolution peace stability 
4098;PRT;LIS;ENG;M;Inc3;3;3;Loc;Vis_O;2lang;etra_N;football    
4099;PRT;LIS;ENG;M;Inc2;2;2;Loc;Vis_1a4;2lang;etra_N;old continent    
4100;PRT;LIS;ENG;M;Inc2;2;2;Glo;Vis_O;4+lang;etra_N;old continent    
4101;PRT;LIS;ENG;M;Inc2;3;3;Glo;Vis_1a4;2lang;etra_N;new great power    
4102;PRT;LIS;ENG;M;Inc2;3;2;Glo;Vis5;3lang;etra_N;modernity badly managed richness   
4103;PRT;LIS;ENG;M;Inc2;1;1;Nat;Vis_1a4;2lang;etra_N;modern developed opportunity conservative union
4104;PRT;LIS;ENG;M;Inc2;2;4;Glo;Vis_1a4;4+lang;etra_N;development progress peace little authority 
4105;PRT;LIS;ENG;M;Inc2;3;3;Glo;Vis_1a4;2lang;etra_N;union countries culture home 
4106;PRT;LIS;ENG;M;Inc3;4;4;Loc;Vis_1a4;2lang;etra_N;euro eureka   
4107;PRT;LIS;ENG;M;Inc3;2;3;Loc;Vis_1a4;3lang;etra_N;development equality interests money 
4108;PRT;LIS;ENG;M;Inc1;3;3;Loc;Vis_1a4;2lang;etra_N;european economic community progress european union  
4109;PRT;LIS;ENG;M;Inc2;2;2;Nat;Vis_1a4;2lang;etra_N;diversity european union freedom development 
4110;PRT;LIS;ENG;M;Inc2;2;3;Nat;Vis_1a4;2lang;etra_N;money development   
4111;PRT;LIS;ENG;M;Inc3;2;1;Loc;Vis_1a4;4+lang;etra_N;union technological progress history culture 
4112;PRT;LIS;ENG;M;Inc3;4;4;Nat;Vis_1a4;2lang;etra_N;old continent    
4113;PRT;LIS;ENG;M;Inc2;3;3;Glo;Vis5;0-1lang;etra_N;developed    
4114;PRT;LIS;ENG;M;Inc2;2;3;Nat;Vis_1a4;0-1lang;etra_N;european economic community european union occident  
4115;PRT;LIS;ENG;M;Inc3;4;4;Glo;Vis_1a4;3lang;etra_N;freedom development   
4116;PRT;LIS;ENG;M;Inc3;3;3;Loc;Vis_1a4;2lang;etra_N;initiative    
5443;PRT;CBP;HEA;F;Inc3;3;3;Nat;Vis5;2lang;etra_N;union    
5444;PRT;CBP;HEA;F;Inc3;4;4;Nat;Vis5;2lang;etra_N;union history apportionment  
5445;PRT;CBP;HEA;F;Inc3;4;3;Glo;Vis5;2lang;etra_N;culture students travels art family
5446;PRT;CBP;HEA;F;Inc2;2;2;Loc;Vis_1a4;2lang;etra_N;union of countries    
5447;PRT;CBP;HEA;F;Inc3;4;4;Nat;Vis_1a4;2lang;etra_N;development hypothesis success culture diversity
5448;PRT;CBP;HEA;M;Inc2;2;4;Glo;Vis_1a4;2lang;etra_N;football economy prosperity future development
5449;PRT;CBP;HEA;F;Inc3;2;3;Loc;Vis_1a4;2lang;etra_N;development aging solidarity dialogue civism
5450;PRT;CBP;HEA;M;Inc3;2;2;Loc;Vis_1a4;2lang;etra_N;culture evolution research civism 
5451;PRT;CBP;HEA;F;Inc1;1;2;Nat;Vis_1a4;2lang;etra_N;progress science   
5452;PRT;CBP;HEA;F;Inc2;2;2;Nat;Vis5;4+lang;etra_O;culture history social and economical asymmetries  
5453;PRT;CBP;HEA;F;Inc3;4;2;Loc;Vis_1a4;2lang;etra_N;evolution unequal development conflicts  
5454;PRT;CBP;HEA;M;Inc3;4;4;Nat;Vis_1a4;2lang;etra_N;development egocentric environmental disrespect  
5455;PRT;CBP;HEA;M;Inc2;2;2;Glo;Vis_1a4;3lang;etra_O;evolution gastronomy proximity  
5456;PRT;CBP;HEA;M;Inc2;4;2;Loc;Vis_1a4;2lang;etra_N;ancient modern   
5457;PRT;CBP;HEA;M;Inc4;4;4;Glo;Vis_1a4;2lang;etra_N;development culture innovation  
5458;PRT;CBP;HEA;M;Inc3;4;4;Glo;Vis5;4+lang;etra_O;science development history culture euro
5459;PRT;CBP;HEA;F;Inc2;3;3;Loc;Vis_1a4;3lang;etra_O;union continent   
5460;PRT;CBP;HEA;F;Inc3;4;3;Glo;Vis_1a4;2lang;etra_N;modernism euro consumerism education globalization
5461;PRT;CBP;HEA;F;Inc3;4;4;Glo;Vis_1a4;2lang;etra_N;euro culture civilization old continent 
5462;PRT;CBP;HEA;F;Inc3;4;2;Loc;Vis_1a4;4+lang;etra_N;culture history   
5463;PRT;EVR;HEA;M;Inc1;2;1;Nat;Vis_1a4;2lang;etra_N;historic culture development future 
5464;PRT;EVR;HEA;F;Inc1;1;1;Inf;Vis_O;0-1lang;etra_N;culture science   
5465;PRT;EVR;HEA;F;Inc1;2;2;Glo;Vis_1a4;2lang;etra_N;diversity beginning tentative  
5466;PRT;EVR;HEA;M;Inc3;2;2;Nat;Vis5;0-1lang;etra_N;knowledge development peace cooperation respect
5467;PRT;EVR;HEA;M;Inc2;2;2;Glo;Vis_1a4;3lang;etra_N;development city planning technology culture conflicts
5468;PRT;EVR;HEA;M;Inc3;4;4;Loc;Vis_1a4;2lang;etra_N;peace politic force social supports  
5469;PRT;EVR;HEA;M;Inc2;4;2;Loc;Vis5;3lang;etra_N;union economy defense euro politics
5470;PRT;EVR;HEA;F;Inc2;3;4;Loc;Vis_1a4;3lang;etra_N;hope union money life expectation expensive
5471;PRT;EVR;HEA;F;Inc2;2;2;Nat;Vis_1a4;2lang;etra_N;union    
5472;PRT;EVR;HEA;F;Inc2;3;4;Glo;Vis5;3lang;etra_N;history multiculturalism   
5473;PRT;EVR;HEA;F;Inc2;3;3;Inf;Vis_1a4;3lang;etra_N;community progress diversity  
5474;PRT;EVR;HEA;F;Inc3;3;3;Nat;Vis_1a4;2lang;etra_N;development multiculturality knowledge  
5475;PRT;EVR;HEA;F;Inc1;1;1;Loc;Vis5;2lang;etra_N;old continent tourism industrialization football second world war
5476;PRT;EVR;HEA;F;Inc2;2;2;Glo;Vis_1a4;2lang;etra_N;tourism development industry inequality 
5477;PRT;EVR;HEA;F;Inc2;3;4;Glo;Vis_1a4;2lang;etra_N;industrialization tourism revolution new opportunities unemployment
5478;PRT;EVR;HEA;F;Inc2;2;2;Glo;Vis_1a4;3lang;etra_N;tourism industrialization beautiful beauty 
5479;PRT;EVR;HEA;F;Inc2;4;4;Nat;Vis_O;2lang;etra_N;unemployment sun vacations poverty inequality
5480;PRT;EVR;HEA;F;Inc2;4;4;Glo;Vis5;0-1lang;etra_N;development multicultural knowledge  
5481;PRT;EVR;HEA;F;Inc2;3;3;Nat;Vis_O;2lang;etra_N;freedom culture motivation  
5482;PRT;EVR;HEA;F;Inc2;2;1;Loc;Vis_1a4;4+lang;etra_N;culture    
5483;PRT;LIS;HEA;F;Inc3;4;3;Nat;Vis5;2lang;etra_N;conservation union   
5484;PRT;LIS;HEA;M;Inc3;4;4;Sup;Vis5;2lang;etra_N;progress democracy peace community 
5485;PRT;LIS;HEA;F;Inc3;4;3;Glo;Vis5;3lang;etra_N;history progress   
5486;PRT;LIS;HEA;M;Inc3;3;2;Glo;Vis_1a4;2lang;etra_N;travels study parties culture development
5487;PRT;LIS;HEA;F;Inc4;4;4;Nat;Vis5;3lang;etra_N;development quality european union continent culture
5488;PRT;LIS;HEA;M;Inc3;3;3;Glo;Vis_1a4;4+lang;etra_N;democracy union old continent  
5489;PRT;LIS;HEA;F;Inc3;3;3;Glo;Vis5;2lang;etra_N;equality equilibrium comfort history development
5490;PRT;LIS;HEA;F;Inc3;4;4;Loc;Vis5;3lang;etra_O;multicultural multilingual old first world 
5491;PRT;LIS;HEA;M;Inc2;3;3;Loc;Vis_1a4;3lang;etra_N;developed union euro free transit 
5492;PRT;LIS;HEA;F;Inc3;4;4;Loc;Vis5;2lang;etra_N;euro free transit union  
5493;PRT;LIS;HEA;F;Inc3;4;4;Glo;Vis_1a4;2lang;etra_N;union euro free transit  
5494;PRT;LIS;HEA;M;Inc2;2;3;Glo;Vis_1a4;2lang;etra_N;union effort conflicts  
5495;PRT;LIS;HEA;M;Inc2;2;2;Nat;Vis_1a4;3lang;etra_N;civilization nations union history 
5496;PRT;LIS;HEA;M;Inc3;4;4;Loc;Vis_1a4;2lang;etra_N;development    
5497;PRT;LIS;HEA;M;Inc3;3;3;Loc;Vis_1a4;3lang;etra_N;member states union capitalism pseudo- freedom 
5498;PRT;LIS;HEA;M;Inc2;3;2;Glo;Vis_1a4;2lang;etra_N;culture progress development history union
5499;PRT;LIS;HEA;M;Inc4;4;4;Glo;Vis_1a4;3lang;etra_N;culture old world moments art history
5500;PRT;LIS;HEA;F;Inc3;3;4;Loc;Vis_1a4;2lang;etra_N;innovation comfort crisis development union
5501;PRT;LIS;HEA;F;Inc2;3;2;Nat;Vis_1a4;3lang;etra_N;union peace development crisis comfort
5502;PRT;LIS;HEA;M;Inc3;3;2;Inf;Vis_1a4;4+lang;etra_N;sophistication culture gastronomy art advance
5503;PRT;LIS;HEA;F;Inc3;4;4;Glo;Vis5;3lang;etra_N;union family support  
5504;PRT;LIS;HEA;F;Inc4;4;4;Mul;Vis_1a4;3lang;etra_N;union languages   
5505;PRT;LIS;HEA;F;Inc3;4;4;Loc;Vis_1a4;3lang;etra_N;culture health union future beauty
5506;PRT;LIS;HEA;F;Inc2;3;3;Nat;Vis_1a4;2lang;etra_N;single coin cooperation union european union funds politics
5507;PRT;LIS;HEA;F;Inc3;4;4;Loc;Vis_1a4;3lang;etra_N;evolution education supports life home
5508;PRT;LIS;HEA;M;Inc3;4;4;Nat;Vis_1a4;2lang;etra_N;development european union cold economy small
5509;PRT;LIS;HEA;M;Inc2;3;3;Loc;Vis_1a4;4+lang;etra_N;freedom commerce external politics development union
5510;PRT;LIS;HEA;F;Inc3;3;4;Nat;Vis5;2lang;etra_N;freedom human rights equality  
5511;PRT;LIS;HEA;F;Inc3;3;3;Glo;Vis_1a4;2lang;etra_N;freedom history culture development union
5512;PRT;LIS;HEA;M;Inc3;4;4;Glo;Vis5;3lang;etra_N;education civilization freedom culture development
5513;PRT;LIS;HEA;F;Inc3;4;2;Inf;Vis5;3lang;etra_N;culture diversity elegance cold 
5514;PRT;LIS;HEA;F;Inc4;4;4;Glo;Vis5;3lang;etra_N;union travel culture languages dynamism
5515;PRT;LIS;HEA;F;Inc2;2;3;Mul;Vis_1a4;2lang;etra_N;stability interrelated   
5516;PRT;LIS;HEA;M;Inc2;2;2;Nat;Vis5;2lang;etra_O;culture security development variety education
5517;PRT;LIS;HEA;F;Inc3;3;4;Nat;Vis5;3lang;etra_N;good culture beach knowledge good gastronomy diversity
5518;PRT;LIS;HEA;F;Inc4;4;4;Nat;Vis5;0-1lang;etra_O;security union solidarity comfort history
5519;PRT;LIS;HEA;F;Inc3;2;4;Sup;Vis_1a4;4+lang;etra_N;inter-rail development   
5520;PRT;LIS;HEA;F;Inc3;4;4;Loc;Vis5;4+lang;etra_N;union consensus development peace reflection
5521;PRT;LIS;HEA;M;Inc3;4;4;Sup;Vis5;4+lang;etra_N;oldness cradle democracy socialism knowledge
5522;PRT;LIS;HEA;F;Inc2;3;2;Nat;Vis_O;2lang;etra_N;union euro nation  
6882;PRT;CBP;POL;F;Inc3;4;4;Glo;Vis_1a4;2lang;etra_N;culture politic economy community 
6883;PRT;CBP;POL;M;Inc2;2;2;Nat;Vis_1a4;2lang;etra_N;continent countries   
6884;PRT;CBP;POL;M;Inc2;2;2;Loc;Vis_O;3lang;etra_N;s.l. benfica champions leagues europe cup uefa european union
6885;PRT;CBP;POL;M;Inc3;2;2;Glo;Vis5;4+lang;etra_O;saturation illusion clock bomb union fake
6886;PRT;CBP;POL;M;Inc3;3;3;Glo;Vis_1a4;3lang;etra_N;cradle of occidentality    
6887;PRT;CBP;POL;F;Inc2;2;2;Oth;Vis_O;4+lang;etra_N;old continent humanism culture philosophical thought 
6888;PRT;CBP;POL;F;Inc3;3;2;Loc;Vis_1a4;2lang;etra_N;one economy euro durão barroso european parliament single market
6889;PRT;CBP;POL;F;Inc3;2;2;Glo;Vis_1a4;3lang;etra_O;union cooperation asymmetries multicultural community
6890;PRT;CBP;POL;M;Inc3;4;3;Loc;Vis_1a4;3lang;etra_N;development multiculturalism cooperation union antagonism
6891;PRT;CBP;POL;F;Inc2;;1;Loc;Vis_O;3lang;etra_N;modernity tolerance evolution development cultural dialogue
6892;PRT;CBP;POL;F;Inc3;4;4;Loc;Vis_1a4;4+lang;etra_N;home civilization culture ancient world 
6893;PRT;CBP;POL;F;Inc2;3;4;Glo;Vis_1a4;2lang;etra_N;development diversity   
6894;PRT;CBP;POL;F;Inc2;3;3;Inf;Vis_1a4;2lang;etra_N;multicultural cold heat diversity community
6895;PRT;CBP;POL;F;Inc2;3;3;Nat;Vis_1a4;2lang;etra_N;community culture history union nations
6896;PRT;CBP;POL;F;Inc3;3;3;Glo;Vis_1a4;2lang;etra_N;tradition culture   
6897;PRT;CBP;POL;M;Inc2;3;3;Nat;Vis5;3lang;etra_N;union global village family 
6898;PRT;CBP;POL;M;Inc1;2;2;Loc;Vis_1a4;0-1lang;etra_N;centre    
6899;PRT;CBP;POL;M;Inc3;4;2;Glo;Vis_1a4;2lang;etra_N;free opportunity   
6900;PRT;CBP;POL;F;Inc4;4;4;Glo;Vis_1a4;4+lang;etra_N;europe    
6901;PRT;CBP;POL;M;Inc4;4;3;Inf;Vis_1a4;2lang;etra_N;union community interchange monetary union freedom
6902;PRT;EVR;POL;M;Inc2;2;2;Glo;Vis_1a4;2lang;etra_N;union commerce assistance  
6903;PRT;EVR;POL;F;Inc3;3;3;Loc;Vis_1a4;2lang;etra_N;big power diversified beautiful 
6904;PRT;EVR;POL;F;Inc3;4;3;Glo;Vis_1a4;4+lang;etra_N;union peace large development 
6905;PRT;EVR;POL;M;Inc3;4;4;Glo;Vis5;2lang;etra_N;community free trade   
6906;PRT;EVR;POL;M;Inc3;4;4;Glo;Vis5;3lang;etra_N;development knowledge   
6907;PRT;EVR;POL;M;Inc1;3;3;Oth;Vis_1a4;3lang;etra_N;iberian peninsula capitalism american dependency illusion retardation
6908;PRT;EVR;POL;M;Inc2;2;2;Loc;Vis_1a4;3lang;etra_N;big touristic unique union giant
6909;PRT;EVR;POL;M;Inc2;3;2;Oth;Vis_1a4;3lang;etra_N;loss of identity envy consumerism disease masks
6910;PRT;EVR;POL;M;Inc3;3;2;Loc;Vis_1a4;2lang;etra_N;cradle of civilization civilized democracy centre of the world 
6911;PRT;EVR;POL;M;Inc2;2;2;Sup;Vis_O;3lang;etra_N;freedom development democracy culture 
6912;PRT;EVR;POL;M;Inc3;2;3;Loc;Vis_1a4;2lang;etra_N;occident european union indo- europeans  
6913;PRT;EVR;POL;F;Inc3;1;3;Glo;Vis_1a4;2lang;etra_N;development richness   
6914;PRT;EVR;POL;F;Inc2;1;1;Inf;Vis_1a4;3lang;etra_N;european community culture development cultural knowledge 
6915;PRT;EVR;POL;F;Inc2;3;3;Loc;Vis_1a4;4+lang;etra_N;humanism renaissance mercantilism nazism art
6916;PRT;EVR;POL;F;Inc2;1;1;Nat;Vis_1a4;4+lang;etra_O;"old continent the beginning of ""history"" alliance between countries  "
6917;PRT;EVR;POL;F;Inc1;1;1;Glo;Vis_1a4;3lang;etra_O;union euros civilization  
6918;PRT;EVR;POL;M;Inc2;2;2;Nat;Vis_1a4;3lang;etra_N;european union    
6919;PRT;EVR;POL;F;Inc1;2;2;Glo;Vis_1a4;4+lang;etra_O;conservative culturally cold worried with the ecology evolution 
6920;PRT;EVR;POL;M;Inc2;1;1;Nat;Vis5;2lang;etra_N;rich evolved social cultural 
6921;PRT;EVR;POL;M;Inc3;2;2;Oth;Vis5;4+lang;etra_N;schengen agreement euro  coin quality of life union development
6922;PRT;LIS;POL;F;Inc3;3;3;Inf;Vis_1a4;4+lang;etra_N;crisis culture futurist european community euro
6923;PRT;LIS;POL;F;Inc2;3;3;Glo;Vis5;4+lang;etra_O;culture beauty equilibrium good place to live 
6924;PRT;LIS;POL;F;Inc3;2;2;Glo;Vis5;2lang;etra_N;federation culture cold  
6925;PRT;LIS;POL;M;Inc1;2;2;Sup;Vis_1a4;4+lang;etra_N;multiculturalism    
6926;PRT;LIS;POL;M;Inc2;2;2;Loc;Vis_1a4;2lang;etra_N;modern touristic cultural democracy potential
6927;PRT;LIS;POL;M;Inc2;2;2;Loc;Vis_1a4;2lang;etra_N;cradle technology quality of life  
6928;PRT;LIS;POL;F;Inc3;4;4;Glo;Vis5;4+lang;etra_O;friendship community sociability equity 
6929;PRT;LIS;POL;F;Inc2;4;2;Inf;Vis_O;4+lang;etra_N;economic and monetary union european single market freedom of circulation  
6930;PRT;LIS;POL;F;Inc2;2;2;Glo;Vis_1a4;4+lang;etra_N;freedom of circulation cultures people gastronomy travels
6931;PRT;LIS;POL;F;Inc3;3;3;Inf;Vis5;2lang;etra_N;the better  continent culture romantic  
6932;PRT;LIS;POL;M;Inc2;1;1;Sup;Vis_1a4;3lang;etra_N;christendom west european european union  
6933;PRT;LIS;POL;M;Inc3;4;4;Glo;Vis_1a4;3lang;etra_N;hypocrisy poverty poor thiefs 
6934;PRT;LIS;POL;F;Inc1;3;2;Loc;Vis_O;2lang;etra_O;euro sympathy organization  
6935;PRT;LIS;POL;M;Inc2;2;3;Nat;Vis_1a4;2lang;etra_N;euro european union dictatorship  
6936;PRT;LIS;POL;F;Inc2;1;2;Nat;Vis_1a4;4+lang;etra_O;ancient neutral cultural variety tradition 
6937;PRT;LIS;POL;M;Inc2;1;3;Nat;Vis_1a4;4+lang;etra_N;ancient culture wars  
6938;PRT;LIS;POL;F;Inc3;2;2;Glo;Vis5;4+lang;etra_O;quality of life culture diversified euro beauty
6939;PRT;LIS;POL;M;Inc2;2;3;Glo;Vis_1a4;3lang;etra_N;technology innovation history richness poverty
6940;PRT;LIS;POL;F;Inc2;3;3;Glo;Vis_1a4;3lang;etra_O;multiculturalism intolerance loneliness biodiversity impersonality
6941;PRT;LIS;POL;F;Inc2;3;2;Loc;Vis_1a4;4+lang;etra_N;freedom absence of identity   
6942;PRT;LIS;POL;M;Inc2;2;2;Inf;Vis_1a4;4+lang;etra_N;culture civilizations history wars dynasties
6943;PRT;LIS;POL;F;Inc3;3;3;Sup;Vis_1a4;2lang;etra_N;growth development quality harmony peace
6944;PRT;LIS;POL;M;Inc3;3;4;Nat;Vis5;4+lang;etra_N;occident christianity civilization  
6945;PRT;LIS;POL;M;Inc3;2;2;Nat;Vis5;4+lang;etra_N;impossible politic compromise    
6946;PRT;LIS;POL;F;Inc2;1;2;Nat;Vis_1a4;2lang;etra_N;occident civilization   
6947;PRT;LIS;POL;F;Inc3;3;3;Nat;Vis_1a4;2lang;etra_N;evolution tradition culture union civilization
6948;PRT;LIS;POL;M;Inc2;4;4;Nat;Vis_1a4;3lang;etra_O;old shabby bureaucratic demagogue erudite
6949;PRT;LIS;POL;M;Inc3;3;3;Nat;Vis_1a4;3lang;etra_N;civil action development industry euro 
6950;PRT;LIS;POL;M;Inc3;3;3;Loc;Vis5;2lang;etra_N;civilization helpful state law occident 
6951;PRT;LIS;POL;M;Inc3;2;3;Nat;Vis_1a4;2lang;etra_N;civilization social statute social democracy  
6952;PRT;LIS;POL;F;Inc3;2;3;Nat;Vis_1a4;4+lang;etra_N;culture union nation civilization evolution
6953;PRT;LIS;POL;M;Inc2;3;;Nat;Vis_1a4;2lang;etra_N;tolerance diplomacy immigrant wine 
6954;PRT;LIS;POL;M;Inc3;4;4;Glo;Vis5;2lang;etra_N;union    
6955;PRT;LIS;POL;M;Inc4;4;4;Nat;Vis5;4+lang;etra_N;euro    
6956;PRT;LIS;POL;M;Inc3;4;4;Nat;Vis5;4+lang;etra_N;portugal spain france italy germany
6957;PRT;LIS;POL;F;Inc3;3;3;Glo;Vis_1a4;4+lang;etra_N;contrast rich and poor countries   
6958;PRT;LIS;POL;F;Inc3;3;4;Nat;Vis_1a4;2lang;etra_N;union development without borders  
6959;PRT;LIS;POL;F;Inc3;4;2;Glo;Vis5;3lang;etra_N;developing countries developed countries   
6960;PRT;LIS;POL;F;Inc3;3;3;Glo;Vis5;3lang;etra_N;future community union development constitution
6961;PRT;LIS;POL;M;Inc2;3;3;Glo;Vis_1a4;2lang;etra_O;modernism culture richness poverty war
8614;PRT;CBP;SHS;F;Inc2;1;1;Loc;Vis_1a4;3lang;etra_N;tradition development formality union 
8615;PRT;CBP;SHS;F;Inc2;2;2;Loc;Vis_O;0-1lang;etra_N;euro culture politics community knowledge
8616;PRT;CBP;SHS;F;Inc1;1;1;Glo;Vis_1a4;3lang;etra_O;unity in difference    
8617;PRT;CBP;SHS;M;Inc3;3;3;Glo;Vis_1a4;4+lang;etra_N;rich developed ancient world cradle of civilization motor of the world
8618;PRT;CBP;SHS;M;Inc3;3;3;Nat;Vis_1a4;2lang;etra_N;unity freedom community  
8619;PRT;CBP;SHS;M;Inc3;1;1;Loc;Vis_1a4;2lang;etra_O;development euro european union portugal mediterranean
8620;PRT;CBP;SHS;F;Inc3;3;3;Oth;Vis5;4+lang;etra_N;multiculturalism unity diversity patrimony development
8621;PRT;CBP;SHS;M;Inc2;3;3;Glo;Vis_1a4;4+lang;etra_N;old continent peace religion gastronomy tradition
8622;PRT;CBP;SHS;F;Inc1;2;3;Loc;Vis_O;2lang;etra_N;union    
8623;PRT;CBP;SHS;F;Inc2;2;3;Loc;Vis_1a4;3lang;etra_N;mutual development euro eastern europe stable continent several developed countries
8624;PRT;CBP;SHS;M;Inc2;2;2;Glo;Vis_1a4;4+lang;etra_N;equality help development  
8625;PRT;CBP;SHS;M;Inc2;2;2;Glo;Vis_1a4;3lang;etra_N;diversity history antiquity  
8626;PRT;CBP;SHS;M;Inc2;2;3;Inf;Vis_1a4;2lang;etra_N;euro uefa state world centre
8627;PRT;CBP;SHS;F;Inc2;1;2;Loc;Vis_1a4;3lang;etra_N;halfway continent in terms of development multicultural   
8628;PRT;CBP;SHS;F;Inc3;3;4;  .;Vis_1a4;2lang;etra_N;development euro equality assistance 
8629;PRT;CBP;SHS;M;Inc2;2;2;Glo;Vis_1a4;0-1lang;etra_N;peace development union cooperation 
8630;PRT;CBP;SHS;M;Inc3;3;3;Inf;Vis_1a4;4+lang;etra_N;the old continent    
8631;PRT;CBP;SHS;F;Inc1;2;1;Loc;Vis_O;2lang;etra_N;cultural developed history gastronomy cozy
