num;G_State;G_City;G_Study;A1_Gender;A10_LevInc;A11_LevEdu_f;A12_LevEdu_m;A13_Rank1;PaysVis;Mixit;Nblang;VecuEtranger;D2_tot
5873;TUR;IZM;HEA;M;Inc2;EduF4;EduM4;(7)Mul;Nb_Vis_O;Mixit_N;4+lang;Vecu_etra_N;europe    
5874;TUR;IZM;HEA;F;;EduF3;;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;technologic development    
5877;TUR;IZM;HEA;M;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;nationalism benefit christianity  
5879;TUR;IZM;HEA;F;;;;      .;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;crusader army    
5880;TUR;IZM;HEA;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis5;Mixit_N;2lang;Vecu_etra_N;union of christianity    
5883;TUR;IZM;HEA;F;Inc2;EduF4;EduM4;(7)Mul;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;hard-working powerful   
5885;TUR;IZM;HEA;F;Inc2;EduF4;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;money health life quality developed in science 
5886;TUR;IZM;HEA;M;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;technology democracy freedom justice 
5887;TUR;IZM;HEA;M;Inc3;EduF3;EduM3;(7)Mul;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;imperialism fascism fake freedom  
5889;TUR;IZM;HEA;F;Inc4;EduF3;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;comfort richness union weak 
5890;TUR;IZM;HEA;M;Inc4;EduF4;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;self-seeker    
5891;TUR;IZM;HEA;F;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis5;Mixit_O;3lang;Vecu_etra_N;freedom efficiency easyness deluxe life greenness
5892;TUR;IZM;HEA;F;Inc3;EduF4;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_O;colony    
5893;TUR;IZM;HEA;M;Inc3;EduF4;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;imperialist    
5895;TUR;IZM;HEA;M;Inc2;EduF4;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;centre of imperialist modern thought production  
5896;TUR;IZM;HEA;M;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_O;welfare    
5897;TUR;IZM;HEA;F;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;technology politics expedient  
5898;TUR;IZM;HEA;M;Inc3;EduF3;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;developed welfare   
5899;TUR;IZM;HEA;M;Inc2;;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;economy human rights   
5900;TUR;IZM;HEA;M;Inc3;EduF3;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;4+lang;Vecu_etra_N;copenhagen summit economy liberal   
5901;TUR;IZM;HEA;F;Inc2;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;exploitation selfish ambition dictatorship destruction
5902;TUR;IZM;HEA;M;Inc2;EduF2;EduM3;(6) Oth;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;exploit dictatorship discrimination money aristocracy
5903;TUR;IZM;HEA;F;Inc3;EduF4;EduM4;(7)Mul;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;variety completeness civilization aesthetic freedom
5904;TUR;IZM;HEA;M;Inc2;EduF1;EduM3;(6) Oth;Nb_Vis_O;Mixit_N;4+lang;Vecu_etra_N;union of christianity enemy of turkey blood sucker vampires  
5905;TUR;IZM;HEA;F;Inc2;EduF4;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;injustice economic welfare development technology imperialism
5906;TUR;IZM;HEA;F;Inc3;EduF3;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;west    
5907;TUR;IZM;HEA;M;Inc4;EduF4;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;4+lang;Vecu_etra_N;everywhere    
5909;TUR;IZM;HEA;M;Inc2;EduF3;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_O;4+lang;Vecu_etra_O;beautiful welfare high standard life human rights 
5910;TUR;IZM;HEA;M;Inc2;EduF1;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;black white   
5952;BEL;BRU;POL;F;Inc3;EduF2;EduM2;(4) Sup;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_N;international multicultural free democratic non-religious
5954;BEL;BRU;POL;F;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_O;3lang;Vecu_etra_N;euro right westerner travel 
5955;BEL;BRU;POL;F;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;cosmopolitan exchange unity  
5956;BEL;BRU;POL;F;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_N;cold social insurance secularism education asociability
5957;BEL;BRU;POL;F;Inc3;EduF4;EduM4;(6) Oth;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_O;union solidarity loyalty progress compromise
5958;BEL;BRU;POL;F;Inc3;EduF4;EduM4;(7)Mul;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_O;unity development respect of rights  
5959;BEL;BRU;POL;F;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis5;Mixit_N;2lang;Vecu_etra_N;attempt of union money disorganized privilege modernity
5960;BEL;BRU;POL;F;Inc2;EduF4;EduM4;(5) Glo;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_O;union assembly   
5961;BEL;BRU;POL;M;Inc1;EduF4;EduM4;(6) Oth;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_O;democracy multiculturalism numerous membership unity in diversity 
5962;BEL;BRU;POL;F;Inc3;;EduM4;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;union mainland diversity westerner political
5963;BEL;BRU;POL;F;Inc3;EduF3;EduM4;(4) Sup;Nb_Vis5;Mixit_O;3lang;Vecu_etra_N;the west modernity capitalism tolerance diversity
5964;BEL;BRU;POL;F;Inc1;EduF4;EduM2;(5) Glo;Nb_Vis5;Mixit_N;2lang;Vecu_etra_O;mainland history war power conquest
5965;BEL;BRU;POL;M;Inc4;EduF4;EduM3;(4) Sup;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;the west unity economy democracy political
5966;BEL;BRU;POL;F;Inc4;EduF4;EduM4;(4) Sup;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_O;the west free movement democracy example protection
5968;BEL;BRU;POL;F;Inc3;EduF3;EduM4;(4) Sup;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;unity trade un nato protection of basic rights
5969;BEL;BRU;POL;F;Inc2;EduF2;EduM3;(7)Mul;Nb_Vis5;Mixit_N;2lang;Vecu_etra_N;union pacifism peace freedom movement
5970;BEL;BRU;POL;M;Inc3;EduF4;EduM4;(1) Loc;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_N;colonization patrimony capitalism immigration democracy
5971;BEL;BRU;POL;F;Inc2;EduF3;EduM2;(4) Sup;Nb_Vis5;Mixit_O;2lang;Vecu_etra_N;freedom economic growth pacifism democratic examplary
5972;BEL;BRU;POL;M;Inc3;EduF2;EduM3;(1) Loc;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;peace solidarity economy consensus 
5973;BEL;BRU;POL;M;Inc2;EduF2;EduM4;(6) Oth;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_O;rich beautiful arrogant selfish 
5974;BEL;BRU;POL;F;Inc2;EduF3;EduM3;(1) Loc;Nb_Vis_1a4;Mixit_O;4+lang;Vecu_etra_N;european union erasmus euro commission enlargement
5975;BEL;BRU;POL;F;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_O;progress euro european  
5976;BEL;BRU;POL;M;Inc3;EduF3;EduM3;(7)Mul;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;union abstract organization help mutual help
5977;BEL;BRU;POL;M;Inc3;EduF2;EduM2;(5) Glo;Nb_Vis5;Mixit_N;2lang;Vecu_etra_N;freedom social union people brussels
5978;BEL;BRU;POL;M;Inc2;EduF4;EduM4;(4) Sup;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_O;union the west history culture 
5979;BEL;BRU;POL;F;Inc2;EduF4;EduM4;(1) Loc;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;unity modernity age freedom future
5980;BEL;BRU;POL;F;Inc3;EduF4;EduM4;(1) Loc;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;peace cosmopolitanism supranationality future euro
5981;BEL;BRU;POL;M;Inc4;EduF3;EduM4;(6) Oth;Nb_Vis5;Mixit_O;3lang;Vecu_etra_O;democracy secularity freedom peace 
5982;BEL;BRU;POL;F;Inc3;EduF4;EduM4;(5) Glo;Nb_Vis5;Mixit_O;3lang;Vecu_etra_O;old/new world supranationality union metropolis free world
5983;BEL;BRU;POL;M;Inc3;EduF3;EduM4;(5) Glo;Nb_Vis5;Mixit_O;2lang;Vecu_etra_N;christianity white   
5984;BEL;BRU;POL;F;Inc3;EduF4;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;union peace cosmopolitanism problems 
5985;BEL;BRU;POL;F;Inc2;EduF4;EduM3;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;old mainland mythology grouping colonizer 
5986;BEL;BRU;POL;M;Inc2;EduF3;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;westerner culture civilization  
5987;BEL;BRU;POL;M;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_O;sinning energy unstable multiculturalism 
5988;BEL;LEU;POL;M;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;freedom    
5989;BEL;LEU;POL;M;Inc3;EduF3;EduM3;(7)Mul;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;moral values united constitution power democracy
5992;BEL;LEU;POL;F;Inc3;EduF2;EduM4;(4) Sup;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;new cooperation differences interesting central
5993;BEL;LEU;POL;M;Inc2;;EduM3;(3) Nat;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;economy freedom progressive  
5994;BEL;LEU;POL;M;Inc1;EduF1;EduM1;(5) Glo;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;democracy imperialism individualism example diversity
5995;BEL;LEU;POL;M;Inc1;EduF2;EduM2;(5) Glo;Nb_Vis5;Mixit_O;3lang;Vecu_etra_N;democracy imperialism individualism globalization 
5997;BEL;LEU;POL;F;Inc3;EduF2;EduM3;(1) Loc;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;multilinguistical identity borders power culture
5998;BEL;LEU;POL;M;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis5;Mixit_O;3lang;Vecu_etra_N;compromise realistic moderate culture 
5999;BEL;LEU;POL;F;Inc3;EduF4;EduM4;(7)Mul;Nb_Vis_1a4;Mixit_O;4+lang;Vecu_etra_O;economy future travels freedom federation
6000;BEL;LEU;POL;M;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;openmind social worldwide theatre citizen split up
6001;BEL;LEU;POL;F;Inc3;EduF2;EduM2;(5) Glo;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_N;cooperation fairness solidarity  
6002;BEL;LEU;POL;M;Inc2;EduF3;EduM3;(2) Inf;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;christian democratic citvilized economic liberal
6003;BEL;LEU;POL;M;Inc4;EduF3;EduM4;(3) Nat;Nb_Vis5;Mixit_O;3lang;Vecu_etra_O;cultivated progressive brussels  
6004;BEL;LEU;POL;M;Inc3;EduF3;EduM3;(4) Sup;Nb_Vis5;Mixit_N;2lang;Vecu_etra_N;ideal image future   
6005;BEL;LEU;POL;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;union unity money politic lag
6006;BEL;LEU;POL;F;Inc2;EduF3;EduM3;(5) Glo;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_N;community dialogue conflict  
6007;BEL;LEU;POL;M;Inc3;EduF2;EduM1;(5) Glo;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_N;intellect common values individualism technology 
6008;BEL;LEU;POL;M;Inc3;EduF2;EduM4;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;european union brussels politic  
6009;BEL;LEU;POL;M;Inc4;EduF4;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;brussels united parliament strasbourg farmers
6010;BEL;LEU;POL;M;Inc3;EduF4;EduM3;(1) Loc;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;capitalism morality moderation wealth 
6011;BEL;LEU;POL;F;Inc2;EduF3;EduM2;(1) Loc;Nb_Vis5;Mixit_N;2lang;Vecu_etra_N;history development wealth economic 
6012;BEL;LEU;POL;M;Inc3;EduF3;EduM2;(4) Sup;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;future opportunity decisions  
6013;BEL;LEU;POL;M;Inc3;EduF3;EduM4;(3) Nat;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_O;open borders a lot of rules euro currency milk formers protesting 
6014;BEL;LEU;POL;F;Inc2;EduF2;EduM3;(1) Loc;Nb_Vis5;Mixit_O;3lang;Vecu_etra_N;split up inefficient   
6015;BEL;LEU;POL;F;Inc2;EduF4;EduM4;(3) Nat;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_O;westerns rich democratic diplomacy 
6016;BEL;LEU;POL;F;Inc2;EduF3;EduM2;(5) Glo;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;landscape democracy diversity integration liberal
6017;BEL;LEU;POL;F;Inc3;EduF3;EduM2;(5) Glo;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_O;union cultures peace disagreement travels
6018;BEL;LEU;POL;M;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;european union western politic cooperation big
6019;BEL;LEU;POL;F;Inc2;EduF1;EduM1;(7)Mul;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;liberalism capitalism democracy west human rights
6020;BEL;LEU;POL;M;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;christian democracy equality liberal blue
6021;BEL;LEU;POL;F;Inc3;EduF3;EduM2;(1) Loc;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;united collaboration multicultural cold wealth
6022;BEL;LEU;POL;F;Inc3;EduF3;EduM4;(3) Nat;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;economy democracy agitation integration 
6023;BEL;LEU;POL;F;Inc2;;EduM2;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;european union euro   
6024;BEL;LEU;POL;F;Inc3;EduF2;EduM1;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;european union openmindedness euro  
6025;BEL;LEU;POL;F;Inc3;EduF3;EduM3;(5) Glo;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;union cultural difference openmindedness democracy 
6026;BEL;LEU;POL;F;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;freedom old diversity  
6027;BEL;LGG;POL;M;Inc3;EduF3;EduM4;(3) Nat;Nb_Vis5;Mixit_O;3lang;Vecu_etra_N;money president treaties member states brussels
6028;BEL;LGG;POL;M;Inc3;EduF4;EduM3;(1) Loc;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;union colonialism belgium human rights economy
6029;BEL;LGG;POL;M;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;mainland union genesis of history  
6030;BEL;LGG;POL;M;Inc3;EduF3;EduM3;(4) Sup;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_N;union economy culture  
6031;BEL;LGG;POL;M;Inc4;EduF4;EduM4;(4) Sup;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;power future light youth project
6032;BEL;LGG;POL;M;Inc2;EduF3;EduM3;(4) Sup;Nb_Vis5;Mixit_N;2lang;Vecu_etra_N;union great power confederalism power peace
6034;BEL;LGG;POL;F;Inc2;EduF4;EduM4;(3) Nat;Nb_Vis5;Mixit_O;2lang;Vecu_etra_O;common market unity   
6036;BEL;LGG;POL;F;Inc3;EduF3;EduM3;(4) Sup;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_O;roman greek will of adventure  
6037;BEL;LGG;POL;M;Inc2;EduF3;EduM3;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;history the west union diversity north
6038;BEL;LGG;POL;M;Inc3;EduF2;EduM4;(3) Nat;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;diversity big organized  
6039;BEL;LGG;POL;F;Inc2;EduF3;EduM3;(6) Oth;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;political advanced union commission euro
6040;BEL;LGG;POL;M;Inc2;EduF3;EduM4;(1) Loc;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;culture history nations  
6041;BEL;LGG;POL;M;Inc2;EduF3;EduM4;(1) Loc;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;community future strength opponent political
6042;BEL;LGG;POL;M;Inc3;EduF3;EduM2;(4) Sup;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;big europe geographic  
6043;BEL;LGG;POL;F;Inc2;EduF2;EduM2;(4) Sup;Nb_Vis5;Mixit_O;2lang;Vecu_etra_N;union    
6044;BEL;LGG;POL;F;Inc2;EduF3;EduM3;(3) Nat;Nb_Vis5;Mixit_N;2lang;Vecu_etra_N;union    
6046;BEL;LGG;POL;M;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_N;euro brussels 27 community institutions
6047;BEL;LGG;POL;M;Inc3;EduF4;EduM3;(3) Nat;Nb_Vis5;Mixit_O;2lang;Vecu_etra_O;guardianship control liberalization  
6048;BEL;LGG;POL;M;Inc2;EduF3;EduM2;(5) Glo;Nb_Vis_1a4;Mixit_O;2lang;Vecu_etra_N;old mainland lack of openness pioneer of the actual civilization  
6049;BEL;LGG;POL;M;Inc2;EduF3;EduM2;(4) Sup;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;rich culture union power consensus
6050;BEL;LGG;POL;M;Inc1;EduF2;EduM1;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;union community brussels solidarity exchange
6052;BEL;LGG;POL;M;Inc3;EduF4;EduM4;(5) Glo;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_N;thief future hard human rights peace
6053;BEL;LGG;POL;F;Inc3;EduF2;EduM4;(5) Glo;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_O;free movement common market erasmus freedom 
6055;BEL;LGG;POL;M;Inc3;EduF3;EduM4;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;peace sound money freedom civil tranquility 
6056;BEL;LGG;POL;F;Inc4;EduF4;EduM4;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;diversity unity multiculturalism erasmus 
6057;BEL;LGG;POL;F;Inc3;EduF4;EduM4;(5) Glo;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_O;european union human rights common market peace area 
6059;BEL;LGG;POL;M;Inc4;EduF3;EduM4;(4) Sup;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;human rights bureaucracy peace prosperity freedom
6060;BEL;LGG;POL;M;Inc2;EduF1;EduM3;(4) Sup;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;union integration euro parliament community
6061;BEL;LGG;POL;F;Inc1;EduF2;EduM1;(3) Nat;Nb_Vis5;Mixit_O;4+lang;Vecu_etra_N;territory outside power economy borders free exchange area
6062;BEL;LGG;POL;F;Inc3;EduF3;EduM3;(5) Glo;Nb_Vis5;Mixit_O;2lang;Vecu_etra_N;integration representation peace treaty 
6064;BRA;FOR;POL;M;Inc3;EduF4;EduM4;(5) Glo;Nb_Vis_O;Mixit_O;2lang;Vecu_etra_N;richness xenophobia beauty sophistication 
6066;BRA;FOR;POL;M;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;development history richness quality of life 
6067;BRA;FOR;POL;F;Inc3;EduF4;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;euro economy culture  
6068;BRA;FOR;POL;F;Inc3;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_O;2lang;Vecu_etra_N;quality of life    
6069;BRA;FOR;POL;M;Inc2;EduF2;EduM3;      .;Nb_Vis_1a4;Mixit_N;0-1lang;Vecu_etra_N;culture height intolerance conservatism 
6070;BRA;FOR;POL;M;Inc3;EduF2;;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;history development economy technology beauty
6071;BRA;FOR;POL;M;Inc1;EduF1;EduM2;      .;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;russia united kingdom france switzerland germany
6072;BRA;FOR;POL;M;Inc3;EduF3;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;union future empire historical creadle  
6074;BRA;FOR;POL;F;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;culture art beauty  
6075;BRA;FOR;POL;M;Inc3;EduF4;EduM4;(5) Glo;Nb_Vis5;Mixit_N;3lang;Vecu_etra_O;development education   
6077;BRA;FOR;POL;M;Inc2;EduF2;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;richness knowledge arrogance sophistication 
6078;BRA;FOR;POL;M;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;development equality health  
6079;BRA;FOR;POL;M;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;travel euro middle age richness white
6080;BRA;FOR;POL;M;Inc1;EduF2;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;colonialism imperialism contrast  
6081;BRA;FOR;POL;F;Inc1;EduF1;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;continent european union developed countries old continent imperialism
6082;BRA;FOR;POL;F;Inc2;EduF1;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;european union economy power  
6083;BRA;FOR;POL;F;Inc2;EduF2;EduM1;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;development tourism history  
6084;BRA;MAO;POL;M;Inc3;EduF3;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;football economic tourism development qualification
6085;BRA;MAO;POL;M;Inc4;EduF3;EduM4;(3) Nat;Nb_Vis5;Mixit_N;2lang;Vecu_etra_N;high life expectancy low birth social democracy good football historic towns
6086;BRA;MAO;POL;M;Inc1;EduF1;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;high income work equal beauty economic
6087;BRA;MAO;POL;M;Inc3;EduF3;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;political power economic power   
6088;BRA;MAO;POL;M;Inc3;EduF2;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;quality culture classical xenophobia education
6089;BRA;MAO;POL;M;Inc3;EduF2;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;quality of life cold beautiful concentration of income many countries
6090;BRA;MAO;POL;M;Inc4;EduF3;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;beer football education fun diversity
6091;BRA;MAO;POL;F;Inc3;EduF4;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;elderly wealth vastness subdivizion cold
6092;BRA;MAO;POL;M;Inc4;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;history discipline conservatism beauty development
6093;BRA;MAO;POL;M;Inc2;EduF1;EduM1;(5) Glo;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;development education pride wealth 
6094;BRA;MAO;POL;F;Inc3;;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;4+lang;Vecu_etra_N;weather developed economy high taxes  
6095;BRA;MAO;POL;F;Inc2;EduF2;EduM2;      .;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;eiffel tower pizza   
6096;BRA;MAO;POL;M;Inc3;EduF4;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;beatles oasis old economy structured 
6097;BRA;MAO;POL;M;Inc3;EduF4;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_O;ugly women technology culture development education
6098;BRA;MAO;POL;M;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;eiffel tower queen elizabeth spanish league communism berlin wall
6100;BRA;MAO;POL;F;Inc2;EduF2;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;money    
6101;BRA;MAO;POL;M;Inc3;EduF3;EduM1;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;radiohead london france bjork 
6102;BRA;MAO;POL;M;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;centralized economy euro single block  
6103;BRA;MAO;POL;M;Inc2;EduF3;EduM2;(1) Loc;Nb_Vis_1a4;Mixit_N;0-1lang;Vecu_etra_N;organized connected dynamic cold efficient
6104;BRA;MAO;POL;F;Inc2;EduF3;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;developed income distribution historical education planning
6105;BRA;MAO;POL;M;Inc3;EduF2;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;strong economy good houses some ethical and social problems tourism currency
6106;BRA;MAO;POL;M;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;economic tradition    
6107;BRA;MAO;POL;M;Inc2;EduF1;EduM1;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;european union wealth prosperity model of civilization politics
6108;BRA;MAO;POL;M;Inc3;EduF2;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;luxury glamour money pleasure fun
6109;BRA;MAO;POL;M;Inc3;EduF3;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;freedom expression evolution parties sex
